회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,지번주소,도로명주소,매출액,자산총계,직원총수,비고,재무,...16,번호,V1,조사기준년도,시군명,행정구역명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84경도,WGS84위도,산업대분류코드,산업대분류명,산업중분류명,산업소분류명,산업세분류명,산업세세분류명,산업세세분류코드
큐알티,405100,"그외 기타 전문, 과학 및 기술 서비스업",반도체 신뢰성 검사 및 종합분석,2022-11-02,12월,김영부,http://qrtkr.com,경기도,아미리 산136-1,경기 이천시 부발읍 경충대로 2091,49747309213,1.3436E+11,160,NA,요약재무,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
저스템,417840,특수 목적용 기계 제조업,반도체 습도제어 System,2022-10-28,12월,임영진,http://www.justem.co.kr,경기도,공세동 698-1,경기 용인시 기흥구 탑실로35번길 57,35933632867,82554759945,103,NA,재무상태표,NA,68,1196962,2021,용인시,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 공세동 698-1,경기도 용인시 기흥구 기흥동 탑실로35번길  57     ,17084,127.1121273,37.24371067,C,제조업(10~34),자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,30399
탈로스,434190,일차전지 및 이차전지 제조업,군용 리튬이온 이차전지,2022-10-24,12월,채재호,http://www.talos.or.kr,경기도,관양동 810,"경기도안양시동안구학의로 282, 금강펜테리움IT타워 A동 1701~1708호",10125976499,"19,393,100,564",26,NA,재무상태표,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
핀텔,291810,소프트웨어 개발 및 공급업,AI 영상 분석 솔루션 및 소프트웨어,2022-10-20,12월,김동기,http://www.pintel.co.kr/kr/index.php,경기도,구갈동 298-2,경기 용인시 기흥구 기흥로 58 비동 604호,12753031638,25829894929,52,NA,요약재무,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
비스토스,419540,의료용 기기 제조업,환자 및 태아감시장치,2022-10-18,12월,이후정,http://www.bistos.co.kr/korean,경기도,상대원1동 144-3,경기성남시중원구갈마치로 302 우림라이온스밸리 5차에이동 7층,21304785943,21534397280,80,NA,재무상태표,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
탑머티리얼,360070,일차전지 및 이차전지 제조업,"이차전지 시스템 엔지니어링, 전극소재, 양극소재",2022-10-18,12월,노환진,http://www.topmaterial.co.kr,경기도,매곡리 128-4,경기 이천시 호법면 덕평로 554-30,1.22198E+11,2.03247E+11,98,NA,별도재무,NA,72,577693,2021,이천시,경기도 이천시 호법면,경기도 이천시 호법면 매곡리 128-4,경기도 이천시 호법면 덕평로  554-30 ,17396,127.3823563,37.21454102,M,"전문, 과학 및 기술 서비스업(70~73)",연구개발업,자연과학 및 공학 연구개발업,공학 연구개발업,전기ㆍ전자공학 연구개발업,70121
에스비비테크,389500,일반 목적용 기계 제조업,"베어링, 감속기",2022-10-17,12월,"류재완, 송진웅(각자 대표이사)",http://www.sbb.co.kr/,경기도,포내리 150-10,경기 김포시 월곶면 김포대로2918번길 22,5134276778,54532662565,96,NA,요약재무,NA,73,297810,2021,김포시,경기도 김포시 월곶면,경기도 김포시 월곶면 포내리 150-10,경기도 김포시 월곶면 김포대로2918번길  22- ,10020,126.5389333,37.72167829,C,제조업(10~34),기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"베어링, 기어 및 동력 전달장치 제조업",구름베어링 제조업,29141
파인엠텍,441270,전자부품 제조업,IT부품,2022-10-07,12월,이재규,http://www.finemtec.com,경기도,안양동200-7,경기도 안양시 만안구 전파로 24번길 93,3.8003E+11,2.89497E+11,120,NA,요약재무,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
선바이오,67370,의약품 제조업,"PEG유도체 제품 (62%), 기술료수입 (38%)",2022-10-05,12월,노광,http://www.sunbio.com,경기도,당정동 352-5,경기 군포시 산본로 95,12291883598,47663471587,23,NA,요약재무,NA,75,1418055,2021,군포시,경기도 군포시 군포1동,경기도 군포시 당정동 352-5,경기도 군포시 군포1동 산본로  95     ,15849,126.9562031,37.35380558,C,제조업(10~34),의료용 물질 및 의약품 제조업,의약품 제조업,완제 의약품 제조업,완제 의약품 제조업,21210
티엘엔지니어링,413300,"건축기술, 엔지니어링 및 관련 기술 서비스업",클린룸 설계 및 시공,2022-09-27,12월,서충옥,http://tleng.kr,경기도,하안동 303,경기 광명시 오리로651번길 8 현대테라타워 821호,10120000000,7016000000,18,NA,요약재무,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
에이치와이티씨,148930,기타 금속 가공제품 제조업,2차전지 장비 초정밀 부품,2022-08-09,12월,성보경,http://www.hyseoul.com,경기도,당정동 352-15,경기 군포시 산본로101번길 9-14,"32,923,699,589?","?? ? ? ? ?69,600,094,210?",127,NA,별도재무,NA,77,693211,2021,군포시,경기도 군포시 군포1동,경기도 군포시 당정동 352-15,경기도 군포시 군포1동 산본로101번길  9-14 ,15849,126.9566698,37.35327591,L,부동산업(68),부동산업,부동산 임대 및 공급업,부동산 임대업,비주거용 건물 임대업,68112
아이씨에이치,368600,전자부품 제조업,스마트기기용 필름형 안테나,2022-07-29,12월,김영훈,http://www.ch-ich.com,경기도,당정동 104-4,경기 군포시 벌새전리길 13,43192695143,1.19453E+11,171,NA,재무상태표,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
퓨쳐메디신,341170,자연과학 및 공학 연구개발업,뉴클레오사이드 유도체 기반 합성의약품,2022-07-27,12월,정낙신/정완석,http://www.futuremedicine.co.kr/,경기도,시흥동 294-2,경기 성남시 수정구 창업로 54 LH기업성장센터 616호,0,6429536850,19,NA,연결재무,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
바스칸바이오제약,354390,의약품 제조업,"일반의약품, 전문의약품, 의료기기",2022-07-20,12월,이법표,http://www.baskhanbio.com,경기도,반제리 40-8,경기 안성시 원곡면 원당로 354,"30,423,118,940?","32,352,583,918?",113,NA,요약재무,NA,80,52648,2021,안성시,경기도 안성시 원곡면,경기도 안성시 원곡면 반제리 40-8,경기도 안성시 원곡면 원당로  354- ,17557,127.1715031,37.02456614,C,제조업(10~34),의료용 물질 및 의약품 제조업,의약품 제조업,완제 의약품 제조업,완제 의약품 제조업,21210
HPSP,403870,특수 목적용 기계 제조업,고압 수소 어닐링 장비,2022-07-15,12월,김용운,http://www.thehpsp.com/,경기도,석우동 23-11,경기 화성시 삼성1로1길 26,1.79087E+11,3.20688E+11,106,NA,요약재무,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
넥스트칩,396270,반도체 제조업,"차량 및 자율주행차용 비메모리 반도체(ISP, AHD, ADAS/AD)",2022-07-01,12월,김경수,http://www.nextchip.com/,경기도,삼평동 670,경기 성남시 분당구 대왕판교로 660 유스페이스 1 A동 5층,16154133000,69914796000,169,NA,요약재무,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
레이저쎌,412350,특수 목적용 기계 제조업,"에어리어 레이저솔루션, LSR, LCB, LSB, BSOM 등",2022-06-24,12월,안건준,http://www.laserssel.com,경기도,방교동 839-6,경기 화성시 동탄산단4길 9-9,6026961356,40079781998,53,NA,연결재무,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
가온칩스,399720,반도체 제조업,설계 솔루션 및 주문형 반도체,2022-05-20,12월,정규동,http://www.gaonchips.com,경기도,금토동 407-1,"경기성남시수정구금토로40번길 26, 세미플렉스타워 N동 4층 (13453)",63597000000,94765000000,205,NA,요약재무,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
지투파워,388050,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수·배전반, 태양광발전시스템, 인버터(PCS)",2022-04-01,12월,"김영일, 장철수",http://www.g2p.co.kr,경기도,송산리 18-4,경기화성시양감면초록로 868-12,49413146000,55422661000,70,NA,요약재무,NA,85,474386,2021,화성시,경기도 화성시 양감면,경기도 화성시 양감면 송산리 18-4 가동,경기도 화성시 양감면 초록로  868-12 가동,18628,126.9935501,37.12028412,C,제조업(10~34),전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",에너지 저장장치 제조업,28114
공구우먼,366030,의복 액세서리 제조업,플러스사이즈 여성용 의류 및 잡화,2022-03-23,12월,김주영,http://www.09women.net,경기도,회정동 329-1,경기양주시평화로 1525,53009477352,69576562374,96,NA,요약재무,NA,86,597962,2021,양주시,경기도 양주시 회천2동,경기도 양주시 회정동 329-1,경기도 양주시 회천2동 평화로  1525- ,11440,127.0509865,37.82648143,G,도매 및 소매업(45~47),소매업; 자동차 제외,무점포 소매업,통신 판매업,전자상거래 소매업,47912
모아데이타,288980,소프트웨어 개발 및 공급업,인공지능 기반 ICT 시스템 이상탐지 및 예측 솔루션,2022-03-10,12월,한상진,http://www.moadata.co.kr,경기도,시흥동 356,경기 성남시 수정구 달래내로 46 성남글로벌융합센터 B타워 810호,24542153231,73019286408,51,NA,연결재무,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
노을,376930,의료용 기기 제조업,융복합 체외진단 플랫폼,2022-03-03,12월,임찬양(단독 대표이사),http://noul.com,경기도,상현동 1220,"경기용인시수지구광교중앙로 338?광교우미뉴브지식산업센터 B동 6층, 10층",2733841000,55728973000,133,NA,요약재무,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
비씨엔씨,146320,반도체 제조업,반도체용 합성쿼츠 포커스링,2022-03-03,12월,김돈한,http://www.bcnc.co.kr,경기도,마교리 134-15,경기 이천시 신둔면 마소로57번길 25,65312042853,1.34417E+11,288,NA,연결재무,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
풍원정밀,371950,전자부품 제조업,OLED 증착용 Metal Mask,2022-02-28,12월,유명훈,http://poongwon.com,경기도,원시동 740-3,경기 안산시 단원구 산단로35번길 24 (원시동),40602873769,1.02452E+11,229,NA,별도재무,NA,90,689500,2021,안산시,경기도 단원구 초지동,경기도 안산시 단원구 원시동 740-3,경기도 안산시 단원구 초지동 산단로35번길  24- ,15611,126.7822963,37.30016589,C,제조업(10~34),"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",기타 반도체 소자 제조업,26129
퓨런티어,370090,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","전장카메라모듈장비, 모바일카메라모듈장비, PC및 광원",2022-02-23,12월,오상근,http://www.furonteer.com,경기도,상대원동 320-2,경기 성남시 중원구 사기막골로 58,46546986000,60076975000,89,NA,요약재무,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
나래나노텍,137080,특수 목적용 기계 제조업,"디스플레이 장비 (포토, 코팅, 모듈 장비)",2022-02-08,12월,장동원,http://www.naraenano.co.kr,경기도,시미리 188,경기 용인시 처인구 이동읍 백옥대로 250,"56,148,070,424?",1.7352E+11,258,NA,별도재무,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
이지트로닉스,377330,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전력변환장치,2022-02-04,12월,강찬호,http://www.egtronics.co.kr/ko/main,경기도,금곡동 515-1,경기 화성시 금곡로163번길 63-100,35198119912,67376266696,84,NA,연결재무,NA,93,526739,2021,화성시,경기도 화성시 동탄6동,경기도 화성시 금곡동 515-1,경기도 화성시 동탄6동 금곡로163번길  63-100 ,18511,127.0747358,37.17006372,C,제조업(10~34),전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",기타 전기 변환장치 제조업,28119
코스텍시스템,169670,특수 목적용 기계 제조업,"반도체 웨이퍼 이송장비, 본딩장비",2022-01-21,12월,배준호,http://www.kosteks.com/,경기도,사리 674,경기평택시방꼬지길 231,"26,896,604,495","32,702,077,869",57,NA,재무상태표,NA,94,1150350,2021,평택시,경기도 평택시 서탄면,경기도 평택시 서탄면 사리 674,경기도 평택시 서탄면 방꼬지길  231- ,17704,127.0496339,37.12353018,C,제조업(10~34),기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업,29271
오토앤,353590,자동차 부품 및 내장품 판매업,자동차 지급품 및 애프터마켓 제품,2022-01-20,12월,최찬욱,http://www.auton.kr,경기도,안양7동 196-51,경기 안양시 만안구 전파로24번길 63,60252000000,65076000000,218,NA,별도재무,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
켈스,402420,의료용 기기 제조업,체외진단 의료기기,2021-11-30,12월,이동호,http://www.thecalth.com/,경기도,시흥동 294-2,"경기성남시수정구창업로 54, 321호",2989458954,12499692153,30,NA,요약재무,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
마음AI,377480,소프트웨어 개발 및 공급업,종합 인공지능 엔진 및 플랫폼,2021-11-23,12월,유태준,maum.ai,경기도,시흥동 330,"경기 성남시 수정구 창업로40번길 30 , 4층","10,175,232,614?",55118473164,105,NA,별도재무,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPX,222160,특수 목적용 기계 제조업,인쇄회로기판(PCB) 전기검사기,2021-11-18,12월,김경수,http://www.bioptro.co.kr/,경기도,공세동 707-12,경기 용인시 기흥구 탑실로58번길 14,3689064462,26625315027,48,NA,요약재무,NA,98,588741,2021,용인시,경기도 기흥구 기흥동,경기도 용인시 기흥구 공세동 707-12,경기도 용인시 기흥구 기흥동 탑실로58번길  14- 바이옵트로,17084,127.113967,37.23892123,C,제조업(10~34),"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","전자기 측정, 시험 및 분석 기구 제조업",27212
트윔,290090,소프트웨어 개발 및 공급업,AI 기반 스마트팩토리 검사 소프트웨어 및 설비,2021-11-17,12월,정한섭(단독대표),http://www.twim21.com,경기도,석우동 19-14,경기 화성시 삼성1로4길 7-4,34294000000,77027000000,146,NA,요약재무,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
지오엘리먼트,311320,전자부품 제조업,"센서, 캐니스터",2021-11-11,12월,신현국,http://www.goelement.co.kr,경기도,금석동 117-2,경기 안성시 금석3길 30,17811078054,53203401880,86,NA,요약재무,NA,100,1053452,2021,안성시,경기도 안성시 안성3동,경기도 안성시 금석동 117-2,경기도 안성시 안성3동 금석3길  30     ,17539,127.272134,37.03251833,C,제조업(10~34),기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업,29271
카카오페이,377300,금융 지원 서비스업,"간편결제, 간편송금 및 기타 금융서비스",2021-11-03,12월,신원근,http://www.kakaopay.com,경기도,백현동 532,경기 성남시 분당구 판교역로 166 카카오판교아지트 B동 15층,5.55635E+11,3.28718E+12,1183,NA,별도재무,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
지앤비에스 에코,382800,특수 목적용 기계 제조업,"스크러버, 트랩, 백연제거장치 등",2021-10-29,12월,박상순,http://www.gnbseng.com,경기도,보동리 120-11,경기안성시모산로 401-14,89320182345,1.16341E+11,116,NA,요약재무,NA,102,271561,2021,안성시,경기도 안성시 대덕면,경기도 안성시 대덕면 보동리 120-11,경기도 안성시 대덕면 모산로  401-14 ,17541,127.2364406,37.05370023,C,제조업(10~34),기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업,29271
차백신연구소,261780,자연과학 및 공학 연구개발업,백신 및 면역증강제 등,2021-10-22,12월,염정선,http://www.chavaccine.com,경기도,상대원동 434-6,"경기성남시중원구둔촌대로 560 (상대원동 434-6) 벽산테크노피아 406호, 407호",294124200,45119112933,49,NA,요약재무,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
코닉오토메이션,391710,특수 목적용 기계 제조업,금융 지원 서비스(SPAC),2021-10-15,12월,김혁,https://www.kornic.co.kr/kr/,경기도,방교동 824-8,경기도화성시동탄산단9길 23-12 8층,27347504225,42645459298,123,NA,요약재무,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
씨유테크,376290,전자부품 제조업,"휴대폰, 전장 등 실장부품",2021-10-08,12월,백영현,http://www.cutech.co.kr,경기도,현곡리 457-3,경기 평택시 청북읍 현곡산단로93번길 6,9766000000,94934000000,42,NA,요약재무,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
아스플로,159010,일반 목적용 기계 제조업,"강관, 피팅, 밸브류 등",2021-10-07,12월,강두홍,http://www.asflow.com,경기도,음양리 899,경기 화성시 정남면 정남산단로 38 18514,86593762379,1.24064E+11,244,NA,요약재무,NA,106,912798,2021,화성시,경기도 화성시 정남면,경기도 화성시 정남면 음양리 899,경기도 화성시 정남면 정남산단로  38-0 ,18514,127.0248826,37.14464384,C,제조업(10~34),"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",기타 반도체 소자 제조업,26129
원준,382840,특수 목적용 기계 제조업,2차전지용 열처리 장비,2021-10-07,12월,이성제,http://www.onejoon.co.kr/,경기도,고색동 1103,경기수원시권선구산업로 174-29,1.37256E+11,1.94455E+11,134,NA,별도재무,NA,107,571967,2021,수원시,경기도 권선구 평동,경기도 수원시 권선구 고색동 1103,경기도 수원시 권선구 평동 산업로  174-29 ,16648,126.9845666,37.24142134,M,"전문, 과학 및 기술 서비스업(70~73)",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,회사 본부,제조업 회사 본부,71511
원준,382840,특수 목적용 기계 제조업,2차전지용 열처리 장비,2021-10-07,12월,이성제,http://www.onejoon.co.kr/,경기도,주곡리 387-8,경기화성시버들로 899-54,1.37256E+11,1.94455E+11,134,NA,별도재무,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
